epoch,train_loss,train_loss_cls,train_loss_cls_source,train_loss_cls_target,train_loss_tal,train_loss_dual_g,train_loss_dual_d,train_grad_norm_main,train_grad_norm_discriminator,train_grad_clip_fraction_main,train_grad_clip_fraction_discriminator,train_discriminator_steps,train_adversarial_scale,train_module_c_scale,train_acc,train_acc_source,train_acc_target,train_acc_source_like,train_acc_target_like,train_dual_d_discriminator_total,train_dual_d_discriminator_primary,train_dual_d_discriminator_auxiliary,train_dual_d_generator_total,train_dual_d_adv_primary,train_dual_d_adv_auxiliary,train_dual_d_cycle,train_dual_d_identity,train_dual_d_contrastive,train_dual_d_prototype_contrastive,train_dual_d_classification_feedback,train_dual_d_weighted_cycle,train_dual_d_weighted_identity,train_dual_d_weighted_contrastive,train_dual_d_weighted_prototype_contrastive,train_dual_d_weighted_classification_feedback,val_loss,val_acc,val_precision_macro_present,val_recall_macro_present,val_f1_macro_present,val_precision_micro,val_recall_micro,val_f1_micro,val_raw_loss,val_raw_acc,val_raw_f1_macro_present,train_full_acc,train_full_f1_macro_present,train_sampled_minus_full_acc,monitor_value,monitor_selection_score,monitor_stability_window,lr_main,lr_discriminator,lr_discriminator_to_main_ratio,cuda_peak_allocated_gb,cuda_peak_reserved_gb,train_seconds,val_seconds,raw_eval_seconds,train_eval_seconds,epoch_seconds
1,5.340722322463989,5.435565710067749,3.2037919759750366,3.43349826335907,-0.3161444664001465,0.0,0.0,15.55452299118042,0.0,1.0,0.0,0.0,0.0,0.0,0.010869565217391304,0.08152173913043478,0.010869565217391304,0.05434782608695652,0.10326086956521739,0.0,0.0,0.0,0.0,0.8326516151428223,1.5809298157691956,0.3548422157764435,0.26981692016124725,2.1780916452407837,2.1935362815856934,6.7785325050354,0.0,0.0,0.0,0.0,0.0,2.7325401306152344,0.13513513513513514,0.05772005772005771,0.1388888888888889,0.0777000777000777,0.13513513513513514,0.13513513513513514,0.13513513513513514,2.7138655185699463,0.13513513513513514,0.05343915343915343,0.12121212121212122,0.059481204050492446,-0.0668642951251647,0.0777000777000777,-inf,3,6e-05,3e-05,0.5,21.770549774169922,28.18359375,3.1479275226593018,0.5121831893920898,0.5142347812652588,0.7551882266998291,4.929844379425049
2,5.290807247161865,5.345817804336548,3.334095597267151,3.0949572324752808,-0.18336880207061768,0.0,0.0,14.97599172592163,0.0,1.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.05434782608695652,0.08695652173913043,0.06521739130434782,0.09782608695652174,0.0,0.0,0.0,0.0,1.0253822207450867,1.7879226803779602,0.357012003660202,0.26913684606552124,2.1308969259262085,2.1843711137771606,6.425095081329346,0.0,0.0,0.0,0.0,0.0,2.683938503265381,0.21621621621621623,0.08126984126984127,0.2222222222222222,0.1114594218042494,0.21621621621621623,0.21621621621621623,0.21621621621621623,,,,,,,0.1114594218042494,-inf,3,6e-05,3e-05,0.5,21.770201683044434,28.18359375,2.9503631591796875,0.5079622268676758,0.0,0.0,3.458604574203491
3,5.003376483917236,5.0355188846588135,3.1014745235443115,2.9754531383514404,-0.10714097321033478,0.0,0.0,13.397160530090332,0.0,1.0,0.0,0.0,0.0,0.0,0.15217391304347827,0.13043478260869565,0.15217391304347827,0.07608695652173914,0.1358695652173913,0.0,0.0,0.0,0.0,0.9429804980754852,1.6759837865829468,0.3564818799495697,0.27046912908554077,2.140514373779297,2.1637825965881348,5.899706125259399,0.0,0.0,0.0,0.0,0.0,2.6035351753234863,0.1891891891891892,0.0779848171152519,0.19444444444444445,0.10549943883277217,0.1891891891891892,0.1891891891891892,0.18918918918918917,2.5905516147613525,0.16216216216216217,0.07635327635327635,,,,0.10549943883277217,0.0777000777000777,3,6e-05,3e-05,0.5,21.770931243896484,28.18359375,2.1809496879577637,0.510042667388916,0.5191397666931152,0.0,3.210359811782837
4,4.600946426391602,4.626239776611328,2.8423593044281006,2.7444313764572144,-0.08431078866124153,0.0,0.0,12.692851066589355,0.0,1.0,0.0,0.0,0.0,0.0,0.20108695652173914,0.15217391304347827,0.20108695652173914,0.11956521739130435,0.1956521739130435,0.0,0.0,0.0,0.0,0.9140773117542267,1.6883862018585205,0.35446010529994965,0.26957328617572784,2.1348891258239746,2.1688517332077026,5.678391933441162,0.0,0.0,0.0,0.0,0.0,2.5295164585113525,0.13513513513513514,0.06837606837606838,0.1388888888888889,0.07777777777777778,0.13513513513513514,0.13513513513513514,0.13513513513513514,,,,,,,0.07777777777777778,0.07777777777777778,3,6e-05,3e-05,0.5,21.771968841552734,28.18359375,2.994453191757202,0.5113587379455566,0.0,0.0,3.506133794784546
5,4.457000255584717,4.440050840377808,2.7465453147888184,2.6053932905197144,0.056497856974601746,0.0,0.0,12.045206069946289,0.0,1.0,0.0,0.0,0.0,0.0,0.24456521739130435,0.16304347826086957,0.24456521739130435,0.15760869565217392,0.20652173913043478,0.0,0.0,0.0,0.0,0.8414738178253174,1.71233731508255,0.3544733077287674,0.2709064781665802,2.1076107025146484,2.154897928237915,5.416431188583374,0.0,0.0,0.0,0.0,0.0,2.4536778926849365,0.21621621621621623,0.14259259259259258,0.2222222222222222,0.16002886002886005,0.21621621621621623,0.21621621621621623,0.21621621621621623,2.4619393348693848,0.24324324324324326,0.17087858535226955,0.16666666666666666,0.11336065368323434,-0.009057971014492738,0.16002886002886005,0.07777777777777778,3,6e-05,3e-05,0.5,21.771778106689453,28.18359375,3.175464391708374,0.5085108280181885,0.5184617042541504,0.7565250396728516,4.9592132568359375
6,4.196467399597168,4.168594598770142,2.5125550031661987,2.5477534532546997,0.09290919825434685,0.0,0.0,11.324574947357178,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.17391304347826086,0.25,0.21195652173913043,0.17391304347826086,0.0,0.0,0.0,0.0,0.8644894957542419,1.7138813734054565,0.3536744713783264,0.26908187568187714,2.0946367979049683,2.135213613510132,5.0425310134887695,0.0,0.0,0.0,0.0,0.0,2.3701741695404053,0.2702702702702703,0.2444444444444444,0.25,0.1935626102292769,0.2702702702702703,0.2702702702702703,0.2702702702702703,,,,,,,0.1935626102292769,0.07777777777777778,3,6e-05,3e-05,0.5,21.771968841552734,28.18359375,2.8634860515594482,0.5138158798217773,0.0,0.0,3.3775455951690674
7,4.092709183692932,4.052520513534546,2.53067684173584,2.3412981033325195,0.13396208733320236,0.0,0.0,10.939759731292725,0.0,1.0,0.0,0.0,0.0,0.0,0.29891304347826086,0.266304347826087,0.29891304347826086,0.2608695652173913,0.2717391304347826,0.0,0.0,0.0,0.0,0.8327020108699799,1.8126267194747925,0.35314059257507324,0.26883845031261444,2.0820794105529785,2.123260974884033,5.133225679397583,0.0,0.0,0.0,0.0,0.0,2.2729649543762207,0.32432432432432434,0.3262019783758914,0.3055555555555555,0.2605695709143985,0.32432432432432434,0.32432432432432434,0.32432432432432434,2.267798662185669,0.32432432432432434,0.2758056758056758,,,,0.2605695709143985,0.16002886002886005,3,6e-05,3e-05,0.5,21.770793914794922,28.18359375,2.4049642086029053,0.5036816596984863,0.5121767520904541,0.0,3.421060085296631
8,3.849905490875244,3.8207244873046875,2.348849892616272,2.2644224166870117,0.09727020561695099,0.0,0.0,10.696269035339355,0.0,1.0,0.0,0.0,0.0,0.0,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.27717391304347827,0.20108695652173914,0.0,0.0,0.0,0.0,0.8700113594532013,1.6382423639297485,0.35341398417949677,0.2691645175218582,2.0380576848983765,2.0992075204849243,4.890116453170776,0.0,0.0,0.0,0.0,0.0,2.1444895267486572,0.35135135135135137,0.4024691358024691,0.31481481481481477,0.2844957511624179,0.35135135135135137,0.35135135135135137,0.35135135135135137,2.1203176975250244,0.40540540540540543,0.3358612580834803,,,,0.2844957511624179,0.1935626102292769,3,6e-05,3e-05,0.5,21.770137786865234,28.18359375,2.1305439472198486,0.513700008392334,0.5103354454040527,0.0,3.1548678874969482
9,3.831044912338257,3.787485361099243,2.3051328659057617,2.2805423736572266,0.13208794966340065,0.003933147294446826,0.867703914642334,10.275860786437988,1.847277283668518,1.0,0.0,1.0,0.05,0.08333333333333333,0.33695652173913043,0.30978260869565216,0.33695652173913043,0.34782608695652173,0.32065217391304346,0.867703914642334,0.8847286701202393,0.8506791591644287,0.003933147294446826,0.9140685498714447,1.7080296277999878,0.3535711169242859,0.26778651773929596,2.031506061553955,2.0922515392303467,4.560292482376099,0.0,0.0,0.0,0.0,0.0,2.111576557159424,0.3783783783783784,0.49095860566448807,0.4444444444444444,0.418894256575416,0.3783783783783784,0.3783783783783784,0.37837837837837834,2.0801661014556885,0.4594594594594595,0.4788600288600288,,,,0.418894256575416,0.2605695709143985,3,6e-05,3e-05,0.5,21.770931243896484,28.18359375,2.7302405834198,0.5102393627166748,0.5161442756652832,0.0,3.7568962574005127
10,3.693526268005371,3.6604002714157104,2.207865834236145,2.2346683740615845,0.08514913357794285,0.007581386948004365,0.8250665664672852,10.138518810272217,1.7561535835266113,1.0,0.0,1.0,0.1,0.16666666666666666,0.31521739130434784,0.29347826086956524,0.31521739130434784,0.32065217391304346,0.27717391304347827,0.8250665664672852,0.790713906288147,0.8594191670417786,0.007581386948004365,0.8740154802799225,1.6531134843826294,0.3540835678577423,0.268095925450325,2.025579571723938,2.08223032951355,4.6499786376953125,0.0,0.0,0.0,0.0,0.0,1.930302381515503,0.4864864864864865,0.5410052910052909,0.5277777777777778,0.5062770562770562,0.4864864864864865,0.4864864864864865,0.4864864864864865,1.901519775390625,0.5135135135135135,0.608994708994709,0.3939393939393939,0.45429231242022716,-0.07328722002635046,0.5062770562770562,0.2844957511624179,3,6e-05,3e-05,0.5,21.772907257080078,28.18359375,2.6465470790863037,0.5080621242523193,0.5113699436187744,0.7518668174743652,4.4181554317474365
