2026-08-30 22:05:39 | Starting Dual_D standalone training
2026-08-30 22:05:39 | Run directory: runs/module_c_v13_ablation_60/module_c_20260830_203640/module_c_no_identity_雾天_20260830_214115
2026-08-30 22:05:39 | Device: cuda
2026-08-30 22:05:39 | Source train samples: 992
2026-08-30 22:05:39 | Target train samples: 507
2026-08-30 22:05:39 | Target val samples: 132
2026-08-30 22:05:39 | Classes: 14
2026-08-30 22:05:39 | Data audit: same_dir=False | path_overlap(vis/ir/ais)=0/0/0 | content_overlap(vis/ir/ais)=0/0/0 | ais_index_overlap=0 | stem_mismatch(vis-ir/vis-ais)=630/0
2026-08-30 22:05:39 | source_train classes: present 14/14 | absent 0 | counts [0:120, 1:44, 2:69, 3:45, 4:40, 5:30, 6:64, 7:80, 8:116, 9:68, 10:57, 11:83, 12:48, 13:128]
2026-08-30 22:05:39 | target_train classes: present 9/14 | absent 5 | counts [0:35, 1:18, 2:119, 6:110, 8:25, 9:50, 10:48, 12:9, 13:93]
2026-08-30 22:05:39 | target_val classes: present 9/14 | absent 5 | counts [0:9, 1:5, 2:30, 6:28, 8:7, 9:13, 10:13, 12:3, 13:24]
2026-08-30 22:05:39 | Paired training classes: 9/14 | class ids [0, 1, 2, 6, 8, 9, 10, 12, 13]
2026-08-30 22:05:39 | Runtime profile: batch=92 | paired_steps=6 | workers=16 | train_eval_every=5 | raw_eval_every=5 | stability_window=4 | lr_scheduler_start=28 | checkpoint_select_from=45 | early_stop=15 after min_epoch=55
2026-08-30 22:05:39 | Augmentation profile: base=0.720 | visible=0.720 | infrared=0.720 | freeze_frozen_batch_norm_stats=True
2026-08-30 22:05:39 | VIS/IR pairing: class-level-unpaired | count-mismatch classes train/val: 10/2 | AIS alignment: none | AIS rows train/val: 0/0
2026-08-30 22:05:40 | Effective Dual-D loss weights: {"adv_auxiliary": 0.035, "adv_primary": 0.035, "classification": 0.5, "contrastive": 0.04, "cycle": 0.32, "identity": 0.0, "prototype_contrastive": 0.06}
2026-08-30 22:05:40 | Model parameters: total=17277714 | trainable=17120210
2026-08-30 22:05:46 | Epoch 001/060 | loss 5.5183 | cls 5.5321 | tal -0.0460 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.0743 | train_full 0.0276 | val_acc 0.0303 | val_f1 0.0176 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 14.544/0.000 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.5/0.7/0.7/0.9s | 5.7s
2026-08-30 22:06:31 | Epoch 012/060 | loss 3.4134 | cls 2.7285 | tal -0.1890 | dual_g 0.7417 | dual_d 0.7556 | train_acc 0.5217 | train_full n/a | val_acc 0.7348 | val_f1 0.7279 | adv/moduleC 0.21/0.36 | disc_steps 3 | grad(main/disc) 9.706/1.492 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.3/0.6/0.0/0.0s | 3.9s
2026-08-30 22:06:35 | Epoch 013/060 | loss 3.3504 | cls 2.5468 | tal -0.1989 | dual_g 0.8633 | dual_d 0.6944 | train_acc 0.5598 | train_full n/a | val_acc 0.7879 | val_f1 0.7840 | adv/moduleC 0.25/0.43 | disc_steps 3 | grad(main/disc) 8.987/1.414 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.1/0.6/0.0/0.0s | 3.7s
2026-08-30 22:06:39 | Epoch 014/060 | loss 3.3835 | cls 2.4798 | tal -0.1805 | dual_g 0.9579 | dual_d 0.7162 | train_acc 0.5453 | train_full n/a | val_acc 0.7652 | val_f1 0.7640 | adv/moduleC 0.29/0.50 | disc_steps 3 | grad(main/disc) 9.678/1.412 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.3/0.6/0.0/0.0s | 3.9s
2026-08-30 22:06:44 | Epoch 015/060 | loss 3.4511 | cls 2.4292 | tal -0.1777 | dual_g 1.0752 | dual_d 0.7696 | train_acc 0.5688 | train_full 0.8087 | val_acc 0.8030 | val_f1 0.7807 | adv/moduleC 0.33/0.57 | disc_steps 3 | grad(main/disc) 10.007/1.401 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.3/0.6/0.6/0.9s | 5.4s
2026-08-30 22:06:48 | Epoch 016/060 | loss 3.4969 | cls 2.3728 | tal -0.1681 | dual_g 1.1745 | dual_d 0.7228 | train_acc 0.6178 | train_full n/a | val_acc 0.8636 | val_f1 0.8530 | adv/moduleC 0.38/0.64 | disc_steps 3 | grad(main/disc) 10.850/1.395 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.2/0.6/0.0/0.0s | 3.8s
2026-08-30 22:06:52 | Epoch 017/060 | loss 3.5455 | cls 2.3643 | tal -0.2463 | dual_g 1.2550 | dual_d 0.8020 | train_acc 0.6721 | train_full n/a | val_acc 0.8788 | val_f1 0.8633 | adv/moduleC 0.42/0.71 | disc_steps 3 | grad(main/disc) 11.117/1.460 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.3/0.7/0.0/0.0s | 4.0s
2026-08-30 22:06:56 | Epoch 018/060 | loss 3.5478 | cls 2.2738 | tal -0.2399 | dual_g 1.3460 | dual_d 0.8034 | train_acc 0.7083 | train_full n/a | val_acc 0.8864 | val_f1 0.8808 | adv/moduleC 0.46/0.79 | disc_steps 3 | grad(main/disc) 10.728/1.407 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.1/0.6/0.0/0.0s | 3.7s
2026-08-30 22:06:59 | Epoch 019/060 | loss 3.5624 | cls 2.2369 | tal -0.2621 | dual_g 1.4042 | dual_d 0.7910 | train_acc 0.6957 | train_full n/a | val_acc 0.8561 | val_f1 0.8636 | adv/moduleC 0.50/0.86 | disc_steps 3 | grad(main/disc) 11.886/1.378 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.1/0.6/0.0/0.0s | 3.7s
2026-08-30 22:07:04 | Epoch 020/060 | loss 3.5738 | cls 2.1313 | tal -0.2418 | dual_g 1.5150 | dual_d 0.7855 | train_acc 0.7210 | train_full 0.9152 | val_acc 0.9015 | val_f1 0.8871 | adv/moduleC 0.54/0.93 | disc_steps 3 | grad(main/disc) 11.509/1.338 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.1/0.6/0.6/0.9s | 5.2s
2026-08-30 22:07:08 | Epoch 021/060 | loss 3.5436 | cls 2.0548 | tal -0.1998 | dual_g 1.5488 | dual_d 0.7802 | train_acc 0.7790 | train_full n/a | val_acc 0.9015 | val_f1 0.9078 | adv/moduleC 0.58/1.00 | disc_steps 3 | grad(main/disc) 15.482/1.386 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.3/0.6/0.0/0.0s | 3.9s
2026-08-30 22:07:12 | Epoch 022/060 | loss 3.5227 | cls 2.0242 | tal -0.1597 | dual_g 1.5464 | dual_d 0.7725 | train_acc 0.8062 | train_full n/a | val_acc 0.8864 | val_f1 0.9018 | adv/moduleC 0.62/1.00 | disc_steps 3 | grad(main/disc) 13.304/1.329 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.1/0.6/0.0/0.0s | 3.7s
2026-08-30 22:07:16 | Epoch 023/060 | loss 3.3914 | cls 1.9570 | tal -0.2141 | dual_g 1.4986 | dual_d 0.7910 | train_acc 0.8116 | train_full n/a | val_acc 0.9318 | val_f1 0.9240 | adv/moduleC 0.67/1.00 | disc_steps 3 | grad(main/disc) 10.290/1.303 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.1/0.6/0.0/0.0s | 3.7s
2026-08-30 22:07:20 | Epoch 024/060 | loss 3.3565 | cls 1.9455 | tal -0.1879 | dual_g 1.4673 | dual_d 0.7634 | train_acc 0.8134 | train_full n/a | val_acc 0.9394 | val_f1 0.9207 | adv/moduleC 0.71/1.00 | disc_steps 3 | grad(main/disc) 11.328/1.310 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.1/0.6/0.0/0.0s | 3.7s
2026-08-30 22:07:25 | Epoch 025/060 | loss 3.4176 | cls 1.9716 | tal -0.1836 | dual_g 1.5011 | dual_d 0.7680 | train_acc 0.8406 | train_full 0.9546 | val_acc 0.9015 | val_f1 0.9100 | adv/moduleC 0.75/1.00 | disc_steps 3 | grad(main/disc) 14.476/1.295 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.3/0.6/0.6/0.9s | 5.4s
2026-08-30 22:07:28 | Epoch 026/060 | loss 3.3675 | cls 1.9655 | tal -0.1854 | dual_g 1.4577 | dual_d 0.8057 | train_acc 0.8261 | train_full n/a | val_acc 0.9242 | val_f1 0.9088 | adv/moduleC 0.79/1.00 | disc_steps 3 | grad(main/disc) 13.772/1.307 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.0/0.6/0.0/0.0s | 3.6s
2026-08-30 22:07:32 | Epoch 027/060 | loss 3.3084 | cls 1.9187 | tal -0.1873 | dual_g 1.4458 | dual_d 0.8087 | train_acc 0.8370 | train_full n/a | val_acc 0.9470 | val_f1 0.9469 | adv/moduleC 0.83/1.00 | disc_steps 3 | grad(main/disc) 11.072/1.282 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.1/0.6/0.0/0.0s | 3.7s
2026-08-30 22:07:36 | Epoch 028/060 | loss 3.2523 | cls 1.8706 | tal -0.2110 | dual_g 1.4450 | dual_d 0.8328 | train_acc 0.8152 | train_full n/a | val_acc 0.9394 | val_f1 0.9270 | adv/moduleC 0.88/1.00 | disc_steps 3 | grad(main/disc) 11.920/1.271 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.4/0.6/0.0/0.0s | 4.0s
2026-08-30 22:07:40 | Epoch 029/060 | loss 3.1494 | cls 1.8399 | tal -0.2661 | dual_g 1.3893 | dual_d 0.8221 | train_acc 0.8678 | train_full n/a | val_acc 0.9545 | val_f1 0.9605 | adv/moduleC 0.92/1.00 | disc_steps 3 | grad(main/disc) 10.535/1.279 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.0/0.6/0.0/0.0s | 3.6s
2026-08-30 22:07:45 | Epoch 030/060 | loss 3.0929 | cls 1.7845 | tal -0.2358 | dual_g 1.3791 | dual_d 0.7974 | train_acc 0.8533 | train_full 0.9744 | val_acc 0.9318 | val_f1 0.9262 | adv/moduleC 0.96/1.00 | disc_steps 3 | grad(main/disc) 11.292/1.257 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.2/0.6/0.6/0.9s | 5.3s
2026-08-30 22:07:49 | Epoch 031/060 | loss 3.0535 | cls 1.7780 | tal -0.2320 | dual_g 1.3452 | dual_d 0.8024 | train_acc 0.8659 | train_full n/a | val_acc 0.9470 | val_f1 0.9542 | adv/moduleC 1.00/1.00 | disc_steps 3 | grad(main/disc) 9.808/1.224 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.3/0.6/0.0/0.0s | 3.9s
2026-08-30 22:07:53 | Epoch 032/060 | loss 3.0611 | cls 1.7575 | tal -0.1514 | dual_g 1.3490 | dual_d 0.8349 | train_acc 0.8877 | train_full n/a | val_acc 0.9470 | val_f1 0.9432 | adv/moduleC 1.00/1.00 | disc_steps 3 | grad(main/disc) 10.177/1.260 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.0/0.6/0.0/0.0s | 3.6s
2026-08-30 22:07:56 | Epoch 033/060 | loss 2.9451 | cls 1.6933 | tal -0.1568 | dual_g 1.2989 | dual_d 0.8137 | train_acc 0.9040 | train_full n/a | val_acc 0.9545 | val_f1 0.9467 | adv/moduleC 1.00/1.00 | disc_steps 3 | grad(main/disc) 9.232/1.233 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.1/0.6/0.0/0.0s | 3.7s
2026-08-30 22:08:00 | Epoch 034/060 | loss 2.9508 | cls 1.7061 | tal -0.1203 | dual_g 1.2808 | dual_d 0.8781 | train_acc 0.9040 | train_full n/a | val_acc 0.9621 | val_f1 0.9597 | adv/moduleC 1.00/1.00 | disc_steps 3 | grad(main/disc) 8.576/1.281 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.2/0.6/0.0/0.0s | 3.8s
2026-08-30 22:08:05 | Epoch 035/060 | loss 2.9417 | cls 1.6870 | tal -0.0975 | dual_g 1.2839 | dual_d 0.8787 | train_acc 0.8967 | train_full 0.9763 | val_acc 0.9621 | val_f1 0.9639 | adv/moduleC 1.00/1.00 | disc_steps 3 | grad(main/disc) 9.364/1.236 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.0/0.6/0.6/0.9s | 5.2s
2026-08-30 22:08:09 | Epoch 036/060 | loss 2.9024 | cls 1.6518 | tal -0.0860 | dual_g 1.2764 | dual_d 0.8654 | train_acc 0.9257 | train_full n/a | val_acc 0.9697 | val_f1 0.9628 | adv/moduleC 1.00/1.00 | disc_steps 3 | grad(main/disc) 10.670/1.274 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.4/0.6/0.0/0.0s | 4.0s
2026-08-30 22:08:13 | Epoch 037/060 | loss 2.8883 | cls 1.6704 | tal -0.0957 | dual_g 1.2466 | dual_d 0.8447 | train_acc 0.8986 | train_full n/a | val_acc 0.9773 | val_f1 0.9748 | adv/moduleC 1.00/1.00 | disc_steps 3 | grad(main/disc) 9.582/1.218 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.5/0.6/0.0/0.0s | 4.1s
2026-08-30 22:08:17 | Epoch 038/060 | loss 2.8461 | cls 1.6302 | tal -0.0569 | dual_g 1.2330 | dual_d 0.8610 | train_acc 0.9275 | train_full n/a | val_acc 0.9697 | val_f1 0.9629 | adv/moduleC 1.00/1.00 | disc_steps 3 | grad(main/disc) 7.387/1.234 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.2/0.6/0.0/0.0s | 3.8s
2026-08-30 22:08:21 | Epoch 039/060 | loss 2.8158 | cls 1.6337 | tal -0.1614 | dual_g 1.2305 | dual_d 0.9350 | train_acc 0.9493 | train_full n/a | val_acc 0.9318 | val_f1 0.9142 | adv/moduleC 1.00/1.00 | disc_steps 3 | grad(main/disc) 7.473/1.259 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.4/0.6/0.0/0.0s | 4.0s
2026-08-30 22:08:26 | Epoch 040/060 | loss 2.7643 | cls 1.5929 | tal -0.1394 | dual_g 1.2133 | dual_d 0.8968 | train_acc 0.9457 | train_full 0.9842 | val_acc 0.9394 | val_f1 0.9305 | adv/moduleC 1.00/1.00 | disc_steps 3 | grad(main/disc) 8.312/1.215 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.0/0.6/0.6/0.9s | 5.2s
2026-08-30 22:08:30 | Epoch 041/060 | loss 2.7868 | cls 1.6161 | tal -0.1474 | dual_g 1.2149 | dual_d 0.9033 | train_acc 0.9475 | train_full n/a | val_acc 0.9848 | val_f1 0.9830 | adv/moduleC 1.00/1.00 | disc_steps 3 | grad(main/disc) 8.572/1.232 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.1/0.6/0.0/0.0s | 3.7s
2026-08-30 22:08:34 | Epoch 042/060 | loss 2.7104 | cls 1.5693 | tal -0.1648 | dual_g 1.1906 | dual_d 0.9144 | train_acc 0.9529 | train_full n/a | val_acc 0.9621 | val_f1 0.9493 | adv/moduleC 1.00/1.00 | disc_steps 3 | grad(main/disc) 6.652/1.225 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.4/0.6/0.0/0.0s | 4.1s
2026-08-30 22:08:38 | Epoch 043/060 | loss 2.7105 | cls 1.5662 | tal -0.1730 | dual_g 1.1963 | dual_d 0.9168 | train_acc 0.9511 | train_full n/a | val_acc 0.9773 | val_f1 0.9771 | adv/moduleC 1.00/1.00 | disc_steps 3 | grad(main/disc) 7.101/1.226 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.2/0.6/0.0/0.0s | 3.9s
2026-08-30 22:08:42 | Epoch 044/060 | loss 2.7025 | cls 1.5807 | tal -0.1893 | dual_g 1.1787 | dual_d 0.9221 | train_acc 0.9565 | train_full n/a | val_acc 0.9621 | val_f1 0.9527 | adv/moduleC 1.00/1.00 | disc_steps 3 | grad(main/disc) 7.030/1.201 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.1/0.6/0.0/0.0s | 3.7s
2026-08-30 22:08:47 | Epoch 045/060 | loss 2.6995 | cls 1.5667 | tal -0.1469 | dual_g 1.1769 | dual_d 0.9080 | train_acc 0.9674 | train_full 0.9961 | val_acc 0.9697 | val_f1 0.9707 | adv/moduleC 1.00/1.00 | disc_steps 3 | grad(main/disc) 7.608/1.174 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.5/0.6/0.6/0.9s | 5.6s
2026-08-30 22:08:50 | New best val_f1_macro_present: raw=0.9707 stable_score=0.9493 at epoch 45
2026-08-30 22:08:55 | Epoch 046/060 | loss 2.6669 | cls 1.5539 | tal -0.2030 | dual_g 1.1739 | dual_d 0.9365 | train_acc 0.9583 | train_full n/a | val_acc 0.9773 | val_f1 0.9773 | adv/moduleC 1.00/1.00 | disc_steps 3 | grad(main/disc) 6.184/1.207 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.1/0.6/0.6/0.0s | 4.4s
2026-08-30 22:08:58 | New best val_f1_macro_present: raw=0.9773 stable_score=0.9527 at epoch 46
2026-08-30 22:09:01 | Epoch 047/060 | loss 2.6630 | cls 1.5556 | tal -0.2007 | dual_g 1.1676 | dual_d 0.9242 | train_acc 0.9728 | train_full n/a | val_acc 0.9545 | val_f1 0.9467 | adv/moduleC 1.00/1.00 | disc_steps 3 | grad(main/disc) 7.066/1.179 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.0/0.6/0.0/0.0s | 3.7s
